cell_id,node_id
cell01,2
cell01,10
cell01,13
cell01,16
cell01,20
cell01,21
cell01,21
cell01,21
cell01,21
cell01,22
cell01,22
cell01,22
cell01,22
cell01,24
cell01,24
cell01,24
cell01,25
cell01,25
cell01,25
cell01,26
cell01,26
cell01,28
cell01,29
cell01,29
cell01,29
cell01,29
cell01,29
cell01,30
cell01,30
cell01,30
cell01,31
cell01,33
cell01,33
cell01,33
cell01,33
cell01,34
cell01,34
cell01,35
cell01,35
cell01,35
cell01,35
cell01,36
cell01,36
cell01,36
cell01,36
cell01,36
cell01,37
cell01,38
cell01,38
cell01,38
cell01,38
cell01,39
cell01,40
cell01,41
cell01,42
cell01,42
cell01,42
cell01,43
cell01,43
cell01,43
cell01,44
cell01,44
cell01,44
cell01,44
cell01,44
cell01,45
cell01,45
cell01,45
cell01,45
cell01,45
cell01,46
cell01,46
cell01,46
cell01,46
cell01,46
cell01,46
cell01,46
cell01,46
cell01,47
cell01,47
cell01,47
cell01,48
cell01,48
cell01,48
cell01,49
cell01,49
cell01,50
cell01,51
cell01,52
cell01,53
cell01,53
cell01,53
cell01,53
cell01,53
cell01,53
cell01,53
cell01,54
cell01,54
cell01,54
cell01,55
cell01,55
cell01,55
cell01,56
cell01,56
cell01,56
cell01,58
cell01,58
cell01,58
cell01,59
cell01,60
cell01,60
cell01,60
cell01,60
cell01,61
cell01,61
cell01,61
cell01,62
cell01,62
cell01,63
cell01,63
cell01,63
cell01,63
cell01,63
cell01,64
cell01,64
cell01,65
cell01,65
cell01,65
cell01,66
cell01,66
cell01,67
cell01,67
cell01,67
cell01,67
cell01,68
cell01,68
cell01,68
cell01,69
cell01,69
cell01,69
cell01,69
cell01,70
cell01,70
cell01,71
cell01,71
cell01,72
cell01,72
cell01,72
cell01,72
cell01,72
cell01,72
cell01,73
cell01,73
cell01,73
cell01,75
cell01,75
cell01,76
cell01,76
cell01,76
cell01,76
cell01,76
cell01,76
cell01,76
cell01,77
cell01,77
cell01,78
cell01,78
cell01,78
cell01,78
cell01,80
cell01,80
cell01,80
cell01,80
cell01,80
cell01,80
cell01,81
cell01,81
cell01,81
cell01,81
cell01,82
cell01,82
cell01,82
cell01,82
cell01,83
cell01,83
cell01,83
cell01,84
cell01,84
cell01,85
cell01,85
cell01,86
cell01,86
cell01,86
cell01,86
cell01,87
cell01,87
cell01,87
cell01,87
cell01,87
cell01,87
cell01,87
cell01,88
cell01,88
cell01,88
cell01,88
cell01,88
cell01,88
cell01,89
cell01,89
cell01,90
cell01,90
cell01,91
cell01,92
cell01,92
cell01,93
cell01,93
cell01,93
cell01,93
cell01,93
cell01,94
cell01,94
cell01,94
cell01,94
cell01,96
cell01,96
cell01,96
cell01,96
cell01,97
cell01,97
cell01,98
cell01,98
cell01,99
cell01,99
cell01,99
cell01,100
cell01,101
cell01,101
cell01,102
cell01,103
cell01,103
cell01,103
cell01,104
cell01,105
cell01,105
cell01,106
cell01,106
cell01,106
cell01,106
cell01,106
cell01,106
cell01,107
cell01,107
cell01,107
cell01,107
cell01,108
cell01,108
cell01,108
cell01,108
cell01,109
cell01,110
cell01,110
cell01,110
cell01,110
cell01,111
cell01,111
cell01,111
cell01,112
cell01,112
cell01,112
cell01,113
cell01,113
cell01,113
cell01,115
cell01,115
cell01,116
cell01,116
cell01,116
cell01,117
cell01,118
cell01,118
cell01,118
cell01,119
cell01,121
cell01,122
cell01,122
cell01,122
cell01,123
cell01,123
cell01,124
cell01,125
cell01,125
cell01,125
cell01,125
cell01,127
cell01,127
cell01,127
cell01,128
cell01,128
cell01,128
cell01,129
cell01,129
cell01,129
cell01,130
cell01,130
cell01,131
cell01,131
cell01,131
cell01,131
cell01,132
cell01,132
cell01,133
cell01,133
cell01,133
cell01,133
cell01,134
cell01,134
cell01,136
cell01,136
cell01,136
cell01,137
cell01,137
cell01,138
cell01,138
cell01,139
cell01,139
cell01,140
cell01,140
cell01,141
cell01,141
cell01,142
cell01,142
cell01,143
cell01,143
cell01,143
cell01,143
cell01,143
cell01,143
cell01,143
cell01,144
cell01,145
cell01,145
cell01,146
cell01,147
cell01,147
cell01,147
cell01,147
cell01,147
cell01,148
cell01,148
cell01,148
cell01,148
cell01,148
cell01,148
cell01,149
cell01,149
cell01,149
cell01,150
cell01,150
cell01,151
cell01,151
cell01,151
cell01,151
cell01,151
cell01,152
cell01,152
cell01,152
cell01,153
cell01,153
cell01,154
cell01,155
cell01,155
cell01,156
cell01,156
cell01,156
cell01,157
cell01,158
cell01,158
cell01,158
cell01,158
cell01,158
cell01,159
cell01,159
cell01,159
cell01,160
cell01,160
cell01,160
cell01,161
cell01,161
cell01,161
cell01,161
cell01,161
cell01,162
cell01,162
cell01,162
cell01,163
cell01,163
cell01,163
cell01,164
cell01,164
cell01,164
cell01,165
cell01,165
cell01,165
cell01,166
cell01,166
cell01,166
cell01,166
cell01,167
cell01,167
cell01,168
cell01,168
cell01,168
cell01,169
cell01,169
cell01,170
cell01,170
cell01,171
cell01,171
cell01,171
cell01,171
cell01,171
cell01,172
cell01,172
cell01,172
cell01,172
cell01,173
cell01,173
cell01,174
cell01,174
cell01,174
cell01,175
cell01,175
cell01,175
cell01,175
cell01,175
cell01,175
cell01,175
cell01,176
cell01,176
cell01,177
cell01,177
cell01,178
cell01,178
cell01,178
cell01,178
cell01,178
cell01,178
cell01,179
cell01,180
cell01,181
cell01,181
cell01,181
cell01,181
cell01,182
cell01,182
cell01,183
cell01,183
cell01,183
cell01,183
cell01,184
cell01,184
cell01,184
cell01,184
cell01,185
cell01,185
cell01,185
cell01,186
cell01,186
cell01,187
cell01,187
cell01,188
cell01,188
cell01,188
cell01,188
cell01,189
cell01,189
cell01,189
cell01,189
cell01,189
cell01,190
cell01,190
cell01,191
cell01,191
cell01,191
cell01,191
cell01,191
cell01,191
cell01,192
cell01,192
cell01,192
cell01,192
cell01,192
cell01,192
cell01,193
cell01,193
cell01,194
cell01,194
cell01,195
cell01,195
cell01,195
cell01,195
cell01,196
cell01,196
cell01,197
cell01,198
cell01,198
cell01,198
cell01,198
cell01,198
cell01,199
cell01,199
cell01,199
cell01,201
cell01,201
cell01,202
cell01,204
cell01,204
cell01,204
cell01,205
cell01,205
cell01,205
cell01,205
cell01,205
cell01,206
cell01,208
cell01,208
cell01,209
cell01,209
cell01,210
cell01,210
cell01,210
cell01,210
cell01,210
cell01,212
cell01,212
cell01,213
cell01,213
cell01,214
cell01,214
cell01,214
cell01,215
cell01,218
cell01,218
cell01,218
cell01,219
cell01,220
cell01,220
cell01,220
cell01,221
cell01,221
cell01,222
cell01,223
cell01,223
cell01,223
cell01,223
cell01,223
cell01,224
cell01,224
cell01,224
cell01,224
cell01,224
cell01,225
cell01,225
cell01,227
cell01,227
cell01,228
cell01,228
cell01,228
cell01,229
cell01,230
cell01,230
cell01,230
cell01,231
cell01,231
cell01,232
cell01,232
cell01,232
cell01,233
cell01,233
cell01,235
cell01,236
cell01,236
cell01,236
cell01,236
cell01,237
cell01,237
cell01,237
cell01,238
cell01,238
cell01,238
cell01,239
cell01,239
cell01,239
cell01,239
cell01,239
cell01,239
cell01,240
cell01,240
cell01,241
cell01,242
cell01,242
cell01,242
cell01,243
cell01,243
cell01,243
cell01,244
cell01,244
cell01,244
cell01,244
cell01,245
cell01,247
cell01,247
cell01,247
cell01,247
cell01,247
cell01,248
cell01,248
cell01,248
cell01,249
cell01,250
cell01,250
cell01,251
cell01,251
cell01,251
cell01,252
cell01,252
cell01,253
cell01,255
cell01,255
cell01,256
cell01,256
cell01,256
cell01,256
cell01,256
cell01,257
cell01,257
cell01,257
cell01,257
cell01,257
cell01,258
cell01,258
cell01,259
cell01,259
cell01,259
cell01,259
cell01,259
cell01,259
cell01,260
cell01,260
cell01,260
cell01,260
cell01,260
cell01,261
cell01,261
cell01,261
cell01,261
cell01,263
cell01,263
cell01,263
cell01,264
cell01,264
cell01,264
cell01,266
cell01,266
cell01,266
cell01,267
cell01,267
cell01,267
cell01,269
cell01,269
cell01,270
cell01,270
cell01,271
cell01,272
cell01,273
cell01,274
cell01,274
cell01,275
cell01,275
cell01,276
cell01,276
cell01,276
cell01,276
cell01,278
cell01,278
cell01,278
cell01,279
cell01,279
cell01,279
cell01,279
cell01,280
cell01,281
cell01,281
cell01,282
cell01,283
cell01,284
cell01,284
cell01,284
cell01,285
cell01,285
cell01,285
cell01,286
cell01,287
cell01,288
cell01,288
cell01,288
cell01,288
cell01,290
cell01,290
cell01,290
cell01,291
cell01,291
cell01,291
cell01,293
cell01,293
cell01,294
cell01,294
cell01,294
cell01,295
cell01,295
cell01,296
cell01,296
cell01,297
cell01,297
cell01,297
cell01,297
cell01,297
cell01,298
cell01,298
cell01,298
cell01,298
cell01,298
cell01,299
cell01,299
cell01,300
cell01,300
cell01,301
cell01,301
cell01,302
cell01,302
cell01,302
cell01,302
cell01,303
cell01,303
cell01,303
cell01,303
cell01,304
cell01,304
cell01,305
cell01,305
cell01,306
cell01,306
cell01,306
cell01,307
cell01,307
cell01,307
cell01,307
cell01,307
cell01,308
cell01,309
cell01,310
cell01,310
cell01,311
cell01,311
cell01,311
cell01,312
cell01,312
cell01,313
cell01,313
cell01,314
cell01,314
cell01,314
cell01,314
cell01,314
cell01,314
cell01,315
cell01,315
cell01,316
cell01,317
cell01,317
cell01,317
cell01,317
cell01,318
cell01,318
cell01,319
cell01,319
cell01,319
cell01,320
cell01,320
cell01,320
cell01,321
cell01,321
cell01,321
cell01,321
cell01,322
cell01,322
cell01,322
cell01,323
cell01,323
cell01,323
cell01,323
cell01,324
cell01,325
cell01,325
cell01,326
cell01,326
cell01,326
cell01,326
cell01,326
cell01,327
cell01,327
cell01,327
cell01,327
cell01,328
cell01,328
cell01,329
cell01,329
cell01,330
cell01,330
cell01,330
cell01,330
cell01,330
cell01,331
cell01,332
cell01,332
cell01,332
cell01,333
cell01,334
cell01,334
cell01,334
cell01,334
cell01,335
cell01,336
cell01,340
cell01,340
cell01,341
cell01,342
cell01,342
cell01,342
cell01,342
cell01,342
cell01,342
cell01,342
cell01,342
cell01,343
cell01,343
cell01,343
cell01,344
cell01,344
cell01,344
cell01,345
cell01,345
cell01,345
cell01,346
cell01,346
cell01,347
cell01,348
cell01,348
cell01,350
cell01,351
cell01,351
cell01,351
cell01,352
cell01,352
cell01,353
cell01,353
cell01,354
cell01,355
cell01,355
cell01,356
cell01,356
cell01,356
cell01,357
cell01,357
cell01,357
cell01,357
cell01,357
cell01,357
cell01,357
cell01,358
cell01,358
cell01,358
cell01,358
cell01,359
cell01,359
cell01,359
cell01,360
cell01,361
cell01,361
cell01,361
cell01,361
cell01,361
cell01,363
cell01,363
cell01,363
cell01,364
cell01,364
cell01,364
cell01,365
cell01,366
cell01,367
cell01,367
cell01,368
cell01,368
cell01,369
cell01,369
cell01,370
cell01,371
cell01,371
cell01,371
cell01,372
cell01,372
cell01,372
cell01,373
cell01,373
cell01,373
cell01,374
cell01,374
cell01,374
cell01,375
cell01,376
cell01,376
cell01,376
cell01,376
cell01,376
cell01,376
cell01,376
cell01,377
cell01,379
cell01,379
cell01,380
cell01,380
cell01,380
cell01,381
cell01,381
cell01,381
cell01,381
cell01,382
cell01,382
cell01,382
cell01,383
cell01,383
cell01,383
cell01,383
cell01,383
cell01,384
cell01,384
cell01,384
cell01,385
cell01,385
cell01,385
cell01,386
cell01,386
cell01,386
cell01,386
cell01,386
cell01,387
cell01,387
cell01,387
cell01,387
cell01,387
cell01,389
cell01,389
cell01,390
cell01,390
cell01,391
cell01,392
cell01,393
cell01,393
cell01,394
cell01,394
cell01,395
cell01,395
cell01,395
cell01,397
cell01,397
cell01,397
cell01,398
cell01,398
cell01,398
cell01,398
cell01,398
cell01,399
cell01,399
cell01,399
cell01,401
cell01,402
cell01,402
cell01,403
cell01,403
cell01,403
cell01,403
cell01,404
cell01,404
cell01,404
cell01,404
cell01,405
cell01,406
cell01,406
cell01,406
cell01,407
cell01,407
cell01,407
cell01,407
cell01,408
cell01,408
cell01,409
cell01,409
cell01,410
cell01,411
cell01,411
cell01,411
cell01,411
cell01,411
cell01,412
cell01,412
cell01,414
cell01,414
cell01,414
cell01,415
cell01,415
cell01,415
cell01,415
cell01,415
cell01,417
cell01,418
cell01,418
cell01,418
cell01,419
cell01,419
cell01,420
cell01,420
cell01,420
cell01,421
cell01,421
cell01,421
cell01,421
cell01,422
cell01,423
cell01,423
cell01,424
cell01,424
cell01,424
cell01,424
cell01,425
cell01,425
cell01,425
cell01,427
cell01,428
cell01,428
cell01,429
cell01,430
cell01,431
cell01,431
cell01,432
cell01,433
cell01,434
cell01,434
cell01,434
cell01,434
cell01,435
cell01,435
cell01,435
cell01,436
cell01,436
cell01,436
cell01,437
cell01,438
cell01,438
cell01,439
cell01,439
cell01,439
cell01,439
cell01,440
cell01,440
cell01,440
cell01,441
cell01,446
cell01,448
cell01,448
cell01,448
cell01,449
cell01,449
cell01,449
cell01,450
cell01,450
cell01,451
cell01,451
cell01,451
cell01,452
cell01,452
cell01,452
cell01,452
cell01,453
cell01,453
cell01,453
cell01,453
cell01,454
cell01,454
cell01,454
cell01,455
cell01,455
cell01,455
cell01,455
cell01,455
cell01,455
cell01,456
cell01,456
cell01,457
cell01,458
cell01,458
cell01,458
cell01,459
cell01,459
cell01,459
cell01,459
cell01,459
cell01,460
cell01,460
cell01,460
cell01,461
cell01,461
cell01,461
cell01,461
cell01,462
cell01,462
cell01,462
cell01,462
cell01,463
cell01,463
cell01,465
cell01,465
cell01,465
cell01,465
cell01,465
cell01,466
cell01,466
cell01,468
cell01,468
cell01,468
cell01,469
cell01,469
cell01,470
cell01,470
cell01,471
cell01,471
cell01,471
cell01,471
cell01,472
cell01,474
cell01,474
cell01,475
cell01,475
cell01,476
cell01,477
cell01,477
cell01,477
cell01,477
cell01,477
cell01,478
cell01,478
cell01,478
cell01,478
cell01,479
cell01,479
cell01,480
cell01,480
cell01,481
cell01,481
cell01,481
cell01,482
cell01,482
cell01,483
cell01,483
cell01,483
cell01,484
cell01,484
cell01,484
cell01,484
cell01,484
cell01,485
cell01,485
cell01,485
cell01,486
cell01,486
cell01,486
cell01,486
cell01,487
cell01,487
cell01,487
cell01,488
cell01,488
cell01,489
cell01,489
cell01,489
cell01,489
cell01,491
cell01,491
cell01,491
cell01,491
cell01,492
cell01,492
cell01,492
cell01,493
cell01,494
cell01,494
cell01,496
cell01,496
cell01,496
cell01,496
cell01,497
cell01,497
cell01,497
cell01,497
cell01,498
cell01,499
cell01,499
cell01,500
cell01,500
cell01,500
cell01,500
cell01,500
cell01,500
cell01,501
cell01,501
cell01,501
cell01,502
cell01,502
cell01,502
cell01,503
cell01,503
cell01,503
cell01,503
cell01,504
cell01,504
cell01,505
cell01,505
cell01,505
cell01,506
cell01,506
cell01,506
cell01,507
cell01,507
cell01,507
cell01,508
cell01,508
cell01,508
cell01,508
cell01,508
cell01,508
cell01,510
cell01,511
cell01,511
cell01,513
cell01,514
cell01,514
cell01,514
cell01,515
cell01,515
cell01,515
cell01,515
cell01,515
cell01,515
cell01,515
cell01,515
cell01,515
cell01,515
cell01,516
cell01,517
cell01,517
cell01,518
cell01,519
cell01,519
cell01,520
cell01,520
cell01,520
cell01,520
cell01,520
cell01,521
cell01,522
cell01,522
cell01,522
cell01,522
cell01,522
cell01,523
cell01,523
cell01,523
cell01,523
cell01,524
cell01,524
cell01,525
cell01,525
cell01,525
cell01,526
cell01,527
cell01,527
cell01,527
cell01,528
cell01,529
cell01,529
cell01,530
cell01,531
cell01,531
cell01,532
cell01,532
cell01,532
cell01,533
cell01,533
cell01,533
cell01,534
cell01,534
cell01,534
cell01,534
cell01,534
cell01,535
cell01,536
cell01,536
cell01,537
cell01,537
cell01,537
cell01,537
cell01,538
cell01,538
cell01,539
cell01,539
cell01,539
cell01,540
cell01,540
cell01,540
cell01,540
cell01,541
cell01,541
cell01,542
cell01,543
cell01,544
cell01,544
cell01,545
cell01,545
cell01,545
cell01,545
cell01,545
cell01,546
cell01,546
cell01,547
cell01,547
cell01,548
cell01,548
cell01,548
cell01,549
cell01,549
cell01,549
cell01,549
cell01,549
cell01,549
cell01,549
cell01,550
cell01,550
cell01,550
cell01,550
cell01,550
cell01,550
cell01,551
cell01,551
cell01,552
cell01,552
cell01,553
cell01,553
cell01,554
cell01,554
cell01,554
cell01,555
