10.1101/785931	Comparative single-cell transcriptomics of complete insect nervous systems	bioRxiv	Molecular profiles of neurons influence information processing, but bridging the gap between genes, circuits and behavior has been very difficult. Furthermore, the behavioral state of an animal continuously changes across development and as a result of sensory
10.1364/boe.396695	X-ray Zernike phase contrast tomography: 3D ROI visualization of mm-sized mice organ tissues down to sub-cellular components	Biomedical Optics Express	Thanks to its non-invasive nature, X-ray phase contrast tomography is a very versatile imaging tool for biomedical studies. In contrast, histology is a well-established method, though having its limitations: it requires extensive sample preparation and it is q
10.1371/journal.pone.0040937	Microbial Light-Activatable Proton Pumps as Neuronal Inhibitors to Functionally Dissect Neuronal Networks in C. elegans	PLoS ONE	Essentially any behavior in simple and complex animals depends on neuronal network function. Currently, the best-defined system to study neuronal circuits is the nematode Caenorhabditis elegans, as the connectivity of its 302 neurons is exactly known. Individu
10.1101/2024.09.02.610892	A gut-brain-gut interoceptive circuit loop gates sugar ingestion in Drosophila	bioRxiv	The communication between the brain and digestive tract is critical for optimising nutrient preference and food intake, yet the underlying neural mechanisms remain poorly understood1–7. Here, we show that a gut-brain-gut circuit loop gates sugar ingestion in f
10.1371/journal.pcbi.1000208	The Effects of NR2 Subunit-Dependent NMDA Receptor Kinetics on Synaptic Transmission and CaMKII Activation	PLoS Comput. Biol.	N-Methyl-d-aspartic acid (NMDA) receptors are widely expressed in the brain and are critical for many forms of synaptic plasticity. Subtypes of the NMDA receptor NR2 subunit are differentially expressed during development; in the forebrain, the NR2B receptor i
10.1093/cercor/bhy001	Training and spontaneous reinforcement of neuronal assemblies by spike timing plasticity	bioRxiv	The synaptic connectivity of cortex is plastic, with experience shaping the ongoing interactions between neurons. Theoretical studies of spike timing–dependent plasticity (STDP) have focused on either just pairs of neurons or large-scale simulations. A simple 
10.1101/2020.12.02.408518	Normalizing the brain connectome for communication through synchronization		ABSTRACT Networks in neuroscience determine how brain function unfolds, and their perturbations lead to psychiatric disorders and brain disease. Brain networks are characterized by their connectomes, which comprise the totality of all connections, and are comm
10.1073/pnas.1613680113	Mushroom spine dynamics in medium spiny neurons of dorsal striatum associated with memory of moderate and intense training	Proceedings of the National Academy of S	Significance Interference with activity of cerebral structures, including the dorsal striatum, produces amnesia after moderate levels of training; such interference, nonetheless, becomes ineffective when animals are subjected to intense training procedures. Th
10.1016/0042-6989(77)90144-4	Extensive lateral transmission in the inner plexiform layer of the pigeon retina.	Vision Research	
10.1101/2023.07.14.549063	Postsynaptic mitochondria are positioned to support functional diversity of dendritic spines	bioRxiv	Postsynaptic mitochondria are critical to the development, plasticity, and maintenance of synaptic inputs. However, their relationship to synaptic structure and functional activity is unknown. We examined a correlative dataset from ferret visual cortex with in
