10.1038/nature23884	The 4D Nucleome Project	Nature	The 4D Nucleome Network aims to develop and apply approaches to map the structure and dynamics of the human and mouse genomes in space and time with the goal of gaining deeper mechanistic insights into how the nucleus is organized and functions. The project wi
10.1017/s0952523800011020	Alpha ganglion cells in mammalian retinae: Common properties, species differences, and some comments on other ganglion cells	Visual Neuroscience	Abstract A specific morphological class of ganglion cell, the alpha cell, was first defined in cat retina. Alpha cells have since been found in a wide range of mammalian retinae, including several orders of placental and marsupial mammals. Characteristically, 
10.1016/j.dcn.2018.12.005	The development of brain network hubs	Developmental Cognitive Neuroscience	Highlights • Some brain regions are highly connected, acting as network hubs.• Structural hubs are present in an adult spatial configuration from birth.• Functional hubs emerge in primary areas and shift to association areas during childhood.• Hub connectivity
10.1007/s00429-017-1384-4	Synaptic connections formed by patchy projections of pyramidal cells in the superficial layers of cat visual cortex	Brain Structure and Function	The present study is the first to describe quantitatively the patterns of synaptic connections made by the patchy network of pyramidal cell axons in the superficial layers of cat V1 in relation to the orientation map. Intrinsic signal imaging of the orientatio
10.1098/rstb.2012.0522	Selection of preconfigured cell assemblies for representation of novel spatial experiences	Philosophical Transactions of the Royal 	Internal representations about the external world can be driven by the external stimuli or can be internally generated in their absence. It has been a matter of debate whether novel stimuli from the external world are instructive over the brain network to crea
10.1093/mp/sss020	LOV to BLUF: flavoprotein contributions to the optogenetic toolkit.	Molecular Plant	Optogenetics is an emerging field that combines optical and genetic approaches to non-invasively interfere with cellular events with exquisite spatiotemporal control. Although it arose originally from neuroscience, optogenetics is widely applicable to the stud
10.1093/cercor/bhz322	Anatomy and Physiology of Macaque Visual Cortical Areas V1, V2, and V5/MT: Bases for Biologically Realistic Models.	Cerebral Cortex	The cerebral cortex of primates encompasses multiple anatomically and physiologically distinct areas processing visual information. Areas V1, V2, and V5/MT are conserved across mammals and are central for visual behavior. To facilitate the generation of biolog
10.1016/j.neuroimage.2012.02.018	The Human Connectome Project: A data acquisition perspective	NeuroImage	The Human Connectome Project (HCP) is an ambitious 5-year effort to characterize brain connectivity and function and their variability in healthy adults. This review summarizes the data acquisition plans being implemented by a consortium of HCP investigators w
10.1038/s41598-026-54384-5	Optimization of connectome weights for a neural network model generating both forward and backward locomotion in C. elegans	bioRxiv	Previous studies tracking the relationship between manipulations of C. elegans neurons and the resulting behavioral changes have called for the development of a connectome-constrained neural network model that describes the cascade from neurons to behavior. Ho
10.1523/jneurosci.3938-13.2014	Optogenetic and Pharmacologic Dissection of Feedforward Inhibition in Drosophila Motion Vision	Journal of Neuroscience	Visual systems extract directional motion information from spatiotemporal luminance changes on the retina. An algorithmic model, the Reichardt detector, accounts for this by multiplying adjacent inputs after asymmetric temporal filtering. The outputs of two mi
10.1016/j.neunet.2016.03.008	Effect of network architecture on burst and spike synchronization in a scale-free network of bursting neurons	Neural Networks	We investigate the effect of network architecture on burst and spike synchronization in a directed scale-free network (SFN) of bursting neurons, evolved via two independent α- and β-processes. The α-process corresponds to a directed version of the Barabási-Alb
10.1002/1096-9861(20000821)424:2<327::aid-cne10>3.0.co;2-6	Disabled‐1 is expressed in type AII amacrine cells in the mouse retina	The Journal of comparative neurology	The organization of several laminated structures in the brain is controlled by a signaling pathway activated by Reelin, a large glycoprotein secreted by pioneer neurons in the developing brain. Reelin binds to transmembrane receptors, including VLDLR and ApoER
10.1016/j.isci.2025.112942	Neuronal synchronization in Drosophila	bioRxiv	Rhythms are intrinsic to biological processes across temporal and spatial scales. In the brain, the synchronized oscillatory activity of neurons creates collective rhythms that are essential for complex functions. While this is a recognized phenomenon in the m
10.1126/science.aaz8627	Looking at neurodevelopment through a big data lens	Science	Insights from big data The billions of neurons that make up the adult brain are organized into domains and circuits during development. High-resolution measurements such as those enabled by single-cell molecular profiling have revealed unexpected cellular dive
10.3390/ijms27062803	Accomplishments of “Old-Fashioned” Electron Microscopy in the Period of Dominance of Immunofluorescent Methods	International Journal of Molecular Scien	The goal of this review is to bring to the attention of the scientific community the opportunities of transmission electron microscopy for analyses of biological subjects and resolving complicated cases of data interpretation. Although procedures for electron 
10.1523/eneuro.0241-23.2024	Structural Plasticity of GABAergic Pallidothalamic Terminals in MPTP-Treated Parkinsonian Monkeys: A 3D Electron Microscopic Analysis	eNeuro	The internal globus pallidus (GPi) is a major source of tonic GABAergic inhibition to the motor thalamus. In parkinsonism, the firing rate of GPi neurons is increased, and their pattern switches from a tonic to a burst mode, two pathophysiological changes asso
10.1002/glia.22844	Astrocytic glutamate uptake is slow and does not limit neuronal NMDA receptor activation in the neonatal neocortex	Glia	Glutamate uptake by astrocytes controls the time course of glutamate in the extracellular space and affects neurotransmission, synaptogenesis, and circuit development. Astrocytic glutamate uptake has been shown to undergo post‐natal maturation in the hippocamp
10.1007/s12565-025-00877-8	Complicated architecture of cortical microcircuit: a comprehensive review	Anatomical Science International	Since Mountcastle’s discovery of vertically oriented cells responding to a particular sensory modality, the radially aligned columnar organization has been extensively studied. The concept of columnar organization in the cerebral cortex has been accepted as a 
10.1038/nn1956	Nicotinic control of axon excitability regulates thalamocortical transmission	Nature Neuroscience	The thalamocortical pathway, a bundle of myelinated axons that arises from thalamic relay neurons, carries sensory information to the neocortex. Because axon excitation is an obligatory step in the relay of information from the thalamus to the cortex, it repre
10.1016/j.celrep.2018.05.023	Volume EM Reconstruction of Spinal Cord Reveals Wiring Specificity in Speed-Related Motor Circuits.	Cell Reports	Spinal interneurons coordinate the activity of motoneurons to generate the spatiotemporal patterns of muscle contractions required for vertebrate locomotion. It is controversial to what degree the orderly, gradual recruitment of motoneurons is determined by bi
10.1016/j.cub.2018.04.007	Feed-forward inhibition conveys time-varying stimulus information in a collision detection circuit	Current Biology	Summary Feed-forward inhibition is ubiquitous as a motif in the organization of neuronal circuits. During sensory information processing, it is traditionally thought to sharpen the responses and temporal tuning of feed-forward excitation onto principal neurons
10.1093/jmicro/dfz016	Practical method of cell segmentation in electron microscope image stack using deep convolutional neural network☆.	Microscopy	Segmentation of three-dimensional (3D) electron microscopy (EM) image stacks is an arduous and tedious task. Deep convolutional neural networks (CNNs) work well to automate the segmentation; however, they require a large training dataset, which is a major impe
10.7554/elife.89929	A neuromorphic model of active vision shows how spatiotemporal encoding in lobula neurons can aid pattern recognition in bees	bioRxiv	Bees’ remarkable visual learning abilities make them ideal for studying active information acquisition and representation. Here, we develop a biologically inspired model to examine how flight behaviours during visual scanning shape neural representation in the
10.1126/science.abo0924	Connectomic comparison of mouse and human cortex	Science	The human cerebral cortex houses 1000 times more neurons than that of the cerebral cortex of a mouse, but the possible differences in synaptic circuits between these species are still poorly understood. We used three-dimensional electron microscopy of mouse, m
