10.1111/j.1365-2818.2009.03121.x	Comparison of different preparation methods of biological samples for FIB milling and SEM investigation	Journal of Microscopy	Summary When a new approach in microscopy is introduced, broad interest is attracted only when the sample preparation procedure is elaborated and the results compared with the outcome of the existing methods. In the work presented here we tested different prep
10.3389/fncom.2016.00109	Effective Suppression of Pathological Synchronization in Cortical Networks by Highly Heterogeneous Distribution of Inhibitory Connections	Frontiers in Computational Neuroscience	Even without external random input, cortical networks in vivo sustain asynchronous irregular firing with low firing rate. In addition to detailed balance between excitatory and inhibitory activities, recent theoretical studies have revealed that another featur
10.1038/s41583-025-00941-2	Molecular and functional diversity of the autonomic nervous system	Nature Reviews Neuroscience	The autonomic nervous system (ANS) plays a pivotal role in regulating organ functions through descending brain-to-body signalling. The pathways involved are broadly categorized into two major branches: the sympathetic nervous system, which mediates 'fight or f
10.1371/journal.pgen.1006697	Local neuropeptide signaling modulates serotonergic transmission to shape the temporal organization of C. elegans egg-laying behavior	PLoS Genetics	Animal behaviors are often composed of distinct alternating behavioral states. Neuromodulatory signals are thought to be critical for establishing stable behavioral states and for orchestrating transitions between them. However, we have only a limited understa
10.3109/02713689609003465	Neurotransmitters in the retina.	Current Eye Research	Processing of visual information within the retina depends in large measure upon a complement of chemical neurotransmitters which are released at synaptic contacts between individual neurons. Numerous investigators have participated in the identification of ma
10.1111/dgd.12890	Studying zebrafish nervous system structure and function in health and disease with electron microscopy	Development, Growth and Differentiation	Zebrafish (Danio rerio) is a well‐established model for studying the nervous system. Findings in zebrafish often inform studies on human diseases of the nervous system and provide crucial insight into disease mechanisms. The functions of the nervous system oft
10.1016/j.neubiorev.2020.12.032	Drosophila reward system - A summary of current knowledge.	Neuroscience and Biobehavioral Reviews	The fruit fly Drosophila melanogaster brain is the most extensively investigated model of a reward system in insects. Drosophila can discriminate between rewarding and punishing environmental stimuli and consequently undergo associative learning. Functional mo
10.1523/jneurosci.4274-07.2008	Disinhibition Combines with Excitation to Extend the Operating Range of the OFF Visual Pathway in Daylight	Journal of Neuroscience	Cone signals divide into parallel ON and OFF bipolar cell pathways, which respond to objects brighter or darker than the background and release glutamate onto the corresponding type of ganglion cell. It is assumed that ganglion cell excitatory responses are dr
10.1111/joa.70124	Multimorphic spines and complex postsynaptic structures in the rat and human brains: A common finding with intriguing morphology and open functional q	Journal of Anatomy	Dendritic spines are postsynaptic specializations that mainly contact excitatory inputs and modulate a wide range of processes involving synaptic transmission and plasticity. Based on morphological features, they were classified into stubby, wide, thin, mushro
10.1073/pnas.2123146119	The neuropeptide landscape of human prefrontal cortex	Proceedings of the National Academy of S	Significance The neuropeptide system encompasses the most diverse family of neurotransmitters, but their expression, cellular localization, and functional role in the human brain have received limited attention. Here, we study human postmortem samples from pre
10.1038/s43586-022-00131-9	Volume electron microscopy	Nature Reviews Methods Primers	Life exists in three dimensions, but until the turn of the century most electron microscopy methods provided only 2D image data. Recently, electron microscopy techniques capable of delving deep into the structure of cells and tissues have emerged, collectively
10.1098/rspb.2004.2927	Theta oscillations by synaptic excitation in a neocortical circuit model	Proceedings of the Royal Society of Lond	Neocortical theta-band oscillatory activity is associated with cognitive tasks involving learning and memory. This oscillatory activity is proposed to originate from the synchronization of interconnected layer V intrinsic bursting (IB) neurons by recurrent exc
10.1371/journal.pbio.1002238	A Change in the Ion Selectivity of Ligand-Gated Ion Channels Provides a Mechanism to Switch Behavior	PLoS Biology	Behavioral output of neural networks depends on a delicate balance between excitatory and inhibitory synaptic connections. However, it is not known whether network formation and stability is constrained by the sign of synaptic connections between neurons withi
10.1162/netn_a_00365	Response inhibition in premotor cortex corresponds to a complex reshuffle of the mesoscopic information network	bioRxiv	Recent studies have explored functional and effective neural networks in animal models; however, the dynamics of information propagation among functional modules under cognitive control remain largely unknown. Here, we addressed the issue using Transfer Entrop
10.3389/fninf.2019.00068	ShuTu: Open-Source Software for Efficient and Accurate Reconstruction of Dendritic Morphology	bioRxiv	Neurons perform computations by integrating inputs from thousands of synapses – mostly in the dendritic tree – to drive action potential firing in the axon. One fruitful approach to understanding this process is to record from neurons using patch-clamp electro
10.2144/000114236	Staining and embedding of human chromosomes for 3-d serial block-face scanning electron microscopy.	BioTechniques	The high-order structure of human chromosomes is an important biological question that is still under investigation. Studies have been done on imaging human mitotic chromosomes using mostly 2-D microscopy methods. To image micron-sized human chromosomes in 3-D
10.1146/annurev.physiol.010908.163140	Dendritic spine dynamics.	Annual Review of Physiology	Dendritic spines are the postsynaptic components of most excitatory synapses in the mammalian brain. Spines accumulate rapidly during early postnatal development and undergo a substantial loss as animals mature into adulthood. In past decades, studies have rev
10.7554/elife.90511	A neural correlate of individual odor preference in Drosophila	eLife	Behavior varies even among genetically identical animals raised in the same environment. However, little is known about the circuit or anatomical origins of this individuality. Here, we demonstrate a neural correlate of Drosophila odor preference behavior in t
10.1186/s12860-026-00577-9	Insulin signaling engages divergent transcriptional mechanisms in neural and metabolic tissues	BMC Molecular and Cell Biology	Background Insulin signaling is a conserved regulator of growth, metabolism, and lifespan across metazoans. While its systemic roles are well established, the mechanisms by which insulin coordinates tissue-specific transcriptional programs that underlie distin
10.1089/brain.2018.0587	Microstructure-Informed Connectomics: Enriching Large-Scale Descriptions of Healthy and Diseased Brains	Brain Connectivity	Rapid advances in neuroimaging and network science have produced powerful tools and measures to appreciate human brain organization at multiple spatial and temporal scales. It is now possible to obtain increasingly meaningful representations of whole-brain str
10.1103/physrevlett.126.118102	Nonequilibrium Green’s Functions for Functional Connectivity in the Brain	Physical Review Letters	A theoretical framework describing the set of interactions between neurons in the brain, or functional connectivity, should include dynamical functions representing the propagation of signal from one neuron to another. Green’s functions and response functions 
10.1016/0896-6273(95)90336-4	Vesicle pool mobilization during action potential firing at hippocampal synapses.	Neuron	Using the fluorescent membrane label FM 1-43, we have measured the release, reuptake, and repriming of synaptic vesicles in response to action potential stimulation of cultured hippocampal neurons. We find that approximately 90% of a recycling vesicle pool is 
10.1109/embc48229.2022.9870879	Axon Tracing and Centerline Detection using Topologically-Aware 3D U-Nets	Annual International Conference of the I	As advances in microscopy imaging provide an ever clearer window into the human brain, accurate reconstruction of neural connectivity can yield valuable insight into the relationship between brain structure and function. However, human manual tracing is a slow
10.1146/annurev.cellbio.23.090506.123417	Molecular mechanisms of presynaptic differentiation.	Annual Review of Cell and Developmental 	Information processing in the nervous system relies on properly localized and organized synaptic structures at the correct locations. The formation of synapses is a long and intricate process involving multiple interrelated steps. Decades of research have iden
10.1038/s41593-018-0138-9	Synaptic nanomodules underlie the organization and plasticity of spine synapses	Nature Neuroscience	Experience results in long-lasting changes in dendritic spine size, yet how the molecular architecture of the synapse responds to plasticity remains poorly understood. Here a combined approach of multicolor stimulated emission depletion microscopy (STED) and c
10.3389/fnana.2022.852057	Single-Neuron Labeling in Fixed Tissue and Targeted Volume Electron Microscopy	Frontiers in Neuroanatomy	The structural complexity of nervous tissue makes it very difficult to unravel the connectivity between neural elements at different scales. Numerous methods are available to trace long-range projections at the light microscopic level, and to identify the actu
10.1101/2023.02.10.528036	Evolution of connectivity architecture in the Drosophila mushroom body	bioRxiv	ABSTRACT Brain evolution has primarily been studied at the macroscopic level by comparing the relative size of homologous brain centers between species. How neuronal circuits change at the cellular level over evolutionary time remains largely unanswered. Here,
10.1523/jneurosci.3237-11.2012	Parasynaptic NMDA receptor signaling couples neuronal glutamate transporter function to AMPA receptor synaptic distribution and stability	Journal of Neuroscience	At synapses, two major processes occur concomitantly after the release of glutamate: activation of AMPA receptors (AMPARs) to conduct synaptic transmission and activation of excitatory amino acid transporters (EAATs) for transmitter removal. Although crosstalk
10.1002/cyto.a.24325	Innovative fluorescent probes for in vivo visualization of biomolecules in living Caenorhabditis elegans	Cytometry Part A	Caenorhabditis elegans (C. elegans) as a well‐established multicellular model organism has been widely used in the biological field for half a century. Its numerous advantages including small body size, rapid life cycle, high‐reproductive rate, well‐defined an
10.3389/fnana.2018.00088	Block Face Scanning Electron Microscopy of Fluorescently Labeled Axons Without Using Near Infra-Red Branding	Frontiers in Neuroanatomy	In this article, we describe the method that allows fluorescently tagged structures such as axons to be targeted for electron microscopy (EM) analysis without the need to convert their labels into electron dense stains, introduce any fiducial marks, or image l
10.1038/s41586-024-07558-y	Neuronal wiring diagram of an adult brain	Nature	Connections between neurons can be mapped by acquiring and analysing electron microscopic brain images. In recent years, this approach has been applied to chunks of brains to reconstruct local connectivity maps that are highly informative1–6, but nevertheless 
10.1186/1749-8104-6-28	A conserved juxtacrine signal regulates synaptic partner recognition in Caenorhabditis elegans	Neural Development	BackgroundAn essential stage of neural development involves the assembly of neural circuits via formation of inter-neuronal connections. Early steps in neural circuit formation, including cell migration, axon guidance, and the localization of synaptic componen
10.1002/dneu.22311	LONG-TERM STABILITY OF AXONAL BOUTONS IN THE MOUSE BARREL CORTEX	Developmental Neurobiology	Many lines of evidence indicate that postsynaptic dendritic spines are plastic during development and largely stable in adulthood. It remains unclear to what degree presynaptic axonal terminals undergo changes in the developing and mature cortex. In this study
10.1007/s00709-010-0118-8	Focused ion beam (FIB)/scanning electron microscopy (SEM) in tissue structural research	Protoplasma	The focused ion beam (FIB) and scanning electron microscope (SEM) are commonly used in material sciences for imaging and analysis of materials. Over the last decade, the combined FIB/SEM system has proven to be also applicable in the life sciences. We have exa
10.1002/cne.903030408	Midget ganglion cells of the parafovea of the human retina: A Study by electron microscopy and serial section reconstructions	The Journal of comparative neurology	Abstract In this study we used serial section electron microscopy and three‐dimensional reconstructions to examine four midget ganglion cells of the human retina. The four cells were located in the parafoveal retina 2.5 mm or 8° from the foveal center. Both ty
10.1016/j.conb.2023.102697	Chandelier cells shine a light on the formation of GABAergic synapses	Current Opinion in Neurobiology	Uncovering the wiring rules employed by neurons during development represents a formidable challenge with important repercussions for neurodevelopmental disorders. Chandelier cells (ChCs) are a singular GABAergic interneuron type, with a unique morphology, tha
10.1073/pnas.0810390106	The fractions of short- and long-range connections in the visual cortex	Proceedings of the National Academy of S	When analyzing synaptic connectivity in a brain tissue slice, it is difficult to discern between synapses made by local neurons and those arising from long-range axonal projections. We analyzed a data set of excitatory neurons and inhibitory basket cells recon
10.1371/journal.pgen.1011443	Behavioral screening reveals a conserved residue in Y-Box RNA-binding protein required for associative learning and memory in C. elegans	PLoS Genetics	RNA-binding proteins (RBPs) regulate translation and plasticity which are required for memory. RBP dysfunction has been linked to a range of neurological disorders where cognitive impairments are a key symptom. However, of the 2,000 RBPs in the human genome, m
10.1038/s41467-022-30214-w	A calcium-based plasticity model for predicting long-term potentiation and depression in the neocortex	Nature Communications	Pyramidal cells (PCs) form the backbone of the layered structure of the neocortex, and plasticity of their synapses is thought to underlie learning in the brain. However, such long-term synaptic changes have been experimentally characterized between only a few
