10.1113/jp282749	From single-neuron dynamics to higher-order circuit motifs in control and pathological brain networks	Journal of Physiology	The convergence of advanced single‐cell in vivo functional imaging techniques, computational modelling tools and graph‐based network analytics has heralded new opportunities to study single‐cell dynamics across large‐scale networks, providing novel insights in
10.3389/fnana.2015.00116	Analysis of shape and spatial interaction of synaptic vesicles using data from focused ion beam scanning electron microscopy (FIB-SEM)	Frontiers in Neuroanatomy	The spatial interactions of synaptic vesicles in synapses were assessed after a detailed characterization of size, shape, and orientation of the synaptic vesicles. We hypothesized that shape and orientation of the synaptic vesicles are influenced by their move
10.1126/science.1253853	Mapping Neural Activation onto Behavior in an Entire Animal	Science	A combination of technologies reveals which neurons constitute circuits for specific behaviors in Drosophila larvae. [Also see Research Article by Vogelstein et al. ]
10.1073/pnas.2603286123	Approaching a connectome of the human foveal retina	Proceedings of the National Academy of S	Significance Vision begins in the retina, an accessible outpost of the brain located at the back of the eye. When we directly view an object, we use the fovea—a tiny region containing over 50 distinct, densely packed neuron types. How these diverse cells inter
10.1093/cercor/bhm074	Monosynaptic connections between pairs of L5A pyramidal neurons in columns of juvenile rat somatosensory cortex.	Cerebral Cortex	Layer 5 (L5) of somatosensory cortex is a major gateway for projections to intra- and subcortical brain regions. This layer is further divided into 5A and 5B characterized by relatively separate afferent and efferent connections. Little is known about the orga
10.1007/s12021-017-9325-1	Ensemble Neuron Tracer for 3D Neuron Reconstruction	Neuroinformatics	Tracing of neuron paths is important in neuroscience. Recent studies have shown that it is possible to segment and reconstruct three-dimensional morphology of axons and dendrites using fully automatic neuron tracing methods. A specific tracer may be better tha
10.1063/1.5043429	Robust entropy requires strong and balanced excitatory and inhibitory synapses.	Chaos	It is widely appreciated that balanced excitation and inhibition are necessary for proper function in neural networks. However, in principle, balance could be achieved by many possible configurations of excitatory and inhibitory synaptic strengths and relative
10.1159/000360152	NSF Workshop Report: Discovering General Principles of Nervous System Organization by Comparing Brain Maps across Species	Brain, Behavior and Evolution	Efforts to understand nervous system structure and function have received new impetus from the federal Brain Research through Advancing Innovative Neurotechnologies (BRAIN) Initiative. Comparative analyses can contribute to this effort by leading to the discov
10.1016/j.neuron.2023.08.023	Three-dimensional reconstructions of mechanosensory end organs suggest a unifying mechanism underlying dynamic, light touch	Neuron	SUMMARY Across mammalian skin, structurally complex and diverse mechanosensory end organs respond to mechanical stimuli and enable our perception of dynamic, light touch. How forces act on morphologically dissimilar mechanosensory end organs of the skin to gat
10.1016/0278-4327(91)90031-v	Chapter 10 Functional roles of dopamine in the vertebrate retina	Progress in Retinal Research	
10.1002/9781118663233.ch21	Correlative Array Tomography	Biological Field Emission Scanning Elect	Correlative array tomography (CAT) makes use of the fixative agent glutaraldehyde and requires heavy metal staining for ultrastructural contrast. A key component of array tomography (AT) relies on the production of arrays of ultrathin sections from resin‐embed
