10.1016/j.neuroscience.2007.07.063	Glial glutamate transporter 1 regulates the spatial and temporal coding of glutamatergic synaptic transmission in spinal lamina II neurons.	Neuroscience	Glutamatergic synaptic transmission is a dynamic process determined by the amount of glutamate released by presynaptic sites, the clearance of glutamate in the synaptic cleft, and the properties of postsynaptic glutamate receptors. Clearance of glutamate in th
10.1101/lm.041830.116	Dopamine receptor DOP-4 modulates habituation to repetitive photoactivation of a C. elegans polymodal nociceptor	Learning & memory (Cold Spring Harbor, N	Habituation is a highly conserved phenomenon that remains poorly understood at the molecular level. Invertebrate model systems, like Caenorhabditis elegans, can be a powerful tool for investigating this fundamental process. Here we established a high-throughpu
10.1038/364144a0	Stratification of ON and OFF ganglion cell dendrites depends on glutamate-mediated afferent activity in the developing retina	Nature	A fundamental attribute of the vertebrate visual system is the segregation of ON and OFF pathways signalling increments and decrements of light. In the mature retina, dendrites of ON- and OFF-centre retinal ganglion cells (RGCs) stratify in different sublamina
10.1126/science.aan8866	Big data and the industrialization of neuroscience: A safe roadmap for understanding the brain?	Science	New technologies in neuroscience generate reams of data at an exponentially increasing rate, spurring the design of very-large-scale data-mining initiatives. Several supranational ventures are contemplating the possibility of achieving, within the next decade(
10.1016/j.bbrc.2020.06.046	Unique synaptic topography of crest-type synapses in the interpeduncular nucleus.	Biochemical and Biophysical Research Com	Neurons in the central nervous system display a great diversity of synaptic architecture. While much of our knowledge on the excitatory synapse morphology derives from the prototypical asymmetric synapses, little has been studied about the atypical crest-type 
10.1101/2023.02.15.528627	Restructuring of olfactory representations in the fly brain around odor relationships in natural sources	bioRxiv	A core challenge of olfactory neuroscience is to understand how neural representations of odor are generated and progressively transformed across different layers of the olfactory circuit into formats that support perception and behavior. The encoding of odor 
10.1073/pnas.1610621114	Applying gene regulatory network logic to the evolution of social behavior	Proceedings of the National Academy of S	Animal behavior is ultimately the product of gene regulatory networks (GRNs) for brain development and neural networks for brain function. The GRN approach has advanced the fields of genomics and development, and we identify organizational similarities between
10.3109/01677063.2013.876022	Neural Circuits for Elementary Motion Detection	Journal of neurogenetics	Detecting the direction of image motion is a fundamental component of visual computation and is essential for survival of the animal. However, at the level of the photoreceptors, the direction in which the image is shifting locally is not explicitly represente
10.1126/science.1224896	Neurexin and Neuroligin Mediate Retrograde Synaptic Inhibition in C. elegans	Science	Keep on Neurexin Mutations altering neurexin and neuroligin have been linked to several psychiatric disorders, including autism and schizophrenia. However, it remains uncertain how these mutations alter neural circuit development and function. Working in the n
10.3390/nano15231752	Nanoscale Imaging of Biological Tissues: Techniques, Challenges and Emerging Frontiers	Nanomaterials	Nanoscale characterization of biological tissues bridges molecular identity with structural, mechanical, and chemical organization, enabling high-resolution insights into intact specimens. This review provides a comprehensive overview of the principal imaging 
