10.1093/cercor/bhs334	Pansynaptic Enlargement at Adult Cortical Connections Strengthened by Experience	Cerebral Cortex	Behavioral experience alters the strength of neuronal connections in adult neocortex. These changes in synaptic strength are thought to be central to experience-dependent plasticity, learning, and memory. However, it is not known how changes in synaptic transm
10.1038/s41586-021-04262-z	Decoding gene regulation in the fly brain	Nature	The Drosophila brain is a frequently used model in neuroscience. Single-cell transcriptome analysis 1-6 , three-dimensional morphological classification 7 and electron microscopy mapping of the connectome 8,9 have revealed an immense diversity of neuronal and 
10.3389/fnana.2015.00142	Crowdsourcing the creation of image segmentation algorithms for connectomics	Frontiers in Neuroanatomy	To stimulate progress in automating the reconstruction of neural circuits, we organized the first international challenge on 2D segmentation of electron microscopic (EM) images of the brain. Participants submitted boundary maps predicted for a test set of imag
10.1101/2024.02.25.581959	A model for cortical activity sequences	bioRxiv	Networks of neurons in the brain, that act on a timescale of milliseconds, can intrinsically generate reliable sequential activity on slow behavioral timescales of seconds. A possible mechanism for intrinsic sequence generation based on theoretical evidence po
10.3389/fnana.2014.00126	A workflow for the automatic segmentation of organelles in electron microscopy image stacks	Frontiers in Neuroanatomy	Electron microscopy (EM) facilitates analysis of the form, distribution, and functional status of key organelle systems in various pathological processes, including those associated with neurodegenerative disease. Such EM data often provide important new insig
10.1111/cgf.14320	VICE: Visual Identification and Correction of Neural Circuit Errors	Computer graphics forum (Print)	A connectivity graph of neurons at the resolution of single synapses provides scientists with a tool for understanding the nervous system in health and disease. Recent advances in automatic image segmentation and synapse prediction in electron microscopy (EM) 
10.1371/journal.pcbi.1005268	Could a Neuroscientist Understand a Microprocessor?	bioRxiv	There is a popular belief in neuroscience that we are primarily data limited, and that producing large, multimodal, and complex datasets will, with the help of advanced data analysis algorithms, lead to fundamental insights into the way the brain processes inf
10.1101/2023.08.01.551532	Deciphering the genetic code of neuronal type connectivity through bilinear modeling	bioRxiv	Understanding how different neuronal types connect and communicate is critical to interpreting brain function and behavior. However, it has remained a formidable challenge to decipher the genetic underpinnings that dictate the specific connections formed betwe
10.1016/j.cell.2014.06.025	State-dependent architecture of thalamic reticular sub-networks	Cell	Behavioral state is known to influence interactions between thalamus and cortex, which are important for sensation, action and cognition. The thalamic reticular nucleus (TRN) is hypothesized to regulate thalamo-cortical transmission, but the underlying functio
10.1113/jp284030	Simulations of Cortical Networks Using Spatially Extended Conductance-Based Neuronal Models	Journal of Physiology	The Hodgkin–Huxley model of action potential generation and propagation, published in the Journal of Physiology in 1952, initiated the field of biophysically detailed computational modelling in neuroscience, which has expanded to encompass a variety of species
10.1016/j.crmeth.2026.101543	Volumetric denoising enables high-throughput volume electron microscopy and efficient downstream analysis.	Cell Reports Methods	Volume electron microscopy (VEM) enables nanometer-resolution three-dimensional (3D) visualization of biological specimens via serial sectioning and imaging. Owing to limitations of downstream analysis, VEM datasets are often acquired at slow speeds and high r
10.1111/tra.12684	Twenty years of traffic: A 2020 vision of cellular electron microscopy	Traffic : the International Journal of I	The last 20 years have seen incredible advances in electron microscopy (EM). Cryoelectron microscopy can now resolve protein structures to a previously unimaginable resolution but the advances in cellular EM are just as significant. I will take this opportunit
10.1002/(sici)1096-9861(19980824)398:2<225::aid-cne5>3.0.co;2-2	Critical assessment of the involvement of perforations, spinules, and spine branching in hippocampal synapse formation	The Journal of comparative neurology	Several studies propose that long-term enhancement of synaptic transmission between neurons results from the enlargement, perforation, and splitting of synapses and dendritic spines. Unbiased analyses through serial electron microscopy were used to assess the 
10.1016/b978-0-12-812012-5.00004-5	The Mouse Visual System and Visual Perception	Handbook of Behavioral Neuroscience	
10.1038/s41467-026-68453-w	Model-agnostic linear-memory online learning in spiking neural networks	Nature Communications	Spiking neural networks (SNNs) offer a promising paradigm for modeling brain dynamics and developing neuromorphic intelligence, yet an online learning system capable of training rich spiking dynamics over long horizons with low memory footprints has been missi
10.1101/167916	Capturing the diversity of biological tuning curves using generative adversarial networks	bioRxiv	Tuning curves characterizing the response selectivities of biological neurons often exhibit large degrees of irregularity and diversity across neurons. Theoretical network models that feature heterogeneous cell populations or random connectivity also give rise
10.1038/nature25192	Neurexin controls plasticity of a mature, sexually dimorphic neuron	Nature	During development and adulthood, brain plasticity is evident at several levels, from synaptic structure and function to the outgrowth of dendrites and axons. Whether and how sex impinges on neuronal plasticity is poorly understood. Here we show that the sex-s
10.1017/s1431927619005907	A Dedicated Multi-Beam SEM for Transmission Imaging of Thin Samples	Microscopy and Microanalysis	In a few successive PhD projects, we transformed a FEI Nova-nano SEM column into an instrument with an array of 14x14 focused electron beams on the sample [1-3]. The original source module was replaced by one in which the beam from the Schottky source is divid
10.1016/j.neuron.2019.09.027	Trans-Synaptic Signaling through the Glutamate Receptor Delta-1 Mediates Inhibitory Synapse Formation in Cortical Pyramidal Neurons	Neuron	Summary Fine orchestration of excitatory and inhibitory synaptic development is required for normal brain function, and alterations may cause neurodevelopmental disorders. Using sparse molecular manipulations in intact brain circuits, we show that the glutamat
10.1002/nbm.3785	Diffusion MRI fiber tractography of the brain	NMR in Biomedicine	The ability of fiber tractography to delineate non‐invasively the white matter fiber pathways of the brain raises possibilities for clinical applications and offers enormous potential for neuroscience. In the last decade, fiber tracking has become the method o
10.1002/dneu.20630	Two‐photon imaging of dendritic spine development in the mouse cortex	Developmental Neurobiology	Abstract Dendritic spines are the postsynaptic sites of most excitatory synapses in the mammalian brain. With the advent of two‐photon microscopy and transgenic mice expressing fluorescent proteins, dendritic spines can now be imaged in the living cerebral cor
10.1016/j.ajpath.2012.01.033	Toward routine use of 3D histopathology as a research tool.	American Journal of Pathology	Three-dimensional (3D) reconstruction and examination of tissue at microscopic resolution have significant potential to enhance the study of both normal and disease processes, particularly those involving structural changes or those in which the spatial relati
10.1016/j.neures.2019.12.020	Capturing activated neurons and synapses.	Neurosciences research	An important yet very challenging goal of neuroscience is to understand how brain activity drives cognition and behavior. Many useful tools have been developed to study neurons and synapses, the fundamental units of brain activity. Here, we review recently dev
