10.36227/techrxiv.177222442.28581566/v1	LLM-Evolved Message Functions for Connectome Neuron Classification		We apply FunSearch-an LLM-driven evolutionary program synthesis framework-to discover novel message-passing functions for graph neural networks (GNNs) applied to neuron classification in the FlyWire connectome. Using a population-based island model with tourna
10.7554/elife.97399	Patch-walking, a coordinated multi-pipette patch clamp for efficiently finding synaptic connections	eLife	Significant technical challenges exist when measuring synaptic connections between neurons in living brain tissue. The patch clamping technique, when used to probe for synaptic connections, is manually laborious and time-consuming. To improve its efficiency, w
10.1007/s10827-024-00885-z	How plasticity shapes the formation of neuronal assemblies driven by oscillatory and stochastic inputs	Journal of Computational Neuroscience	Synaptic connections in neuronal circuits are modulated by pre- and post-synaptic spiking activity. Previous theoretical work has studied how such Hebbian plasticity rules shape network connectivity when firing rates are constant, or slowly varying in time. Ho
10.1038/s41467-020-19303-w	Introducing Biomedisa as an open-source online platform for biomedical image segmentation	Nature Communications	We present Biomedisa, a free and easy-to-use open-source online platform developed for semi-automatic segmentation of large volumetric images. The segmentation is based on a smart interpolation of sparsely pre-segmented slices taking into account the complete 
10.1038/nature15700	Glia-derived neurons are required for sex-specific learning in C. elegans	Nature	Sex differences in behaviour extend to cognitive-like processes such as learning, but the underlying dimorphisms in neural circuit development and organization that generate these behavioural differences are largely unknown. Here we define at the single-cell l
10.1093/bioinformatics/btt222	A high-throughput framework to detect synapses in electron microscopy images	Bioinform.	Motivation: Synaptic connections underlie learning and memory in the brain and are dynamically formed and eliminated during development and in response to stimuli. Quantifying changes in overall density and strength of synapses is an important pre-requisite fo
10.1101/2025.08.15.670615	Strain variation identifies a neural substrate for behavioral evolution in Drosophila	bioRxiv	Sexual selection acts on heritable differences within species, driving the parallel diversification of signal production in one sex and behavioral responses in the other. This coevolution implies that sensory preferences are themselves variable traits, yet the
10.1101/2020.01.08.898759	Bayesian inference for biophysical neuron models enables stimulus optimization for retinal neuroprosthetics	bioRxiv	Multicompartment models have long been used to study the biophysical mechanisms underlying neural information processing. However, it has been challenging to infer the parameters of such models from data. Here, we build on recent advances in Bayesian simulatio
10.1016/j.conb.2026.103176	The neurobiology of bee dance communication.	Current Opinion in Neurobiology	Honeybees indicate the vector location of distant food sources to their nestmates by 'dancing' inside the hive. Despite decades of study of this behaviour, its neural basis has been relatively unexplored. Recent insights into how the insect brain encodes and m
10.1016/s0042-6989(97)00300-3	Glycine and GABA receptors in the mammalian retina.	Vision Research	Molecular cloning has introduced an unexpected diversity of neurotransmitter receptors. In this study we review the types, the localization and possible synaptic function of the inhibitory neurotransmitter receptors in the mammalian retina. Glycine receptors (
10.1016/j.cell.2015.08.033	Mapping synaptic input fields of neurons with super-resolution imaging	Cell	Summary As a basic functional unit in neural circuits, each neuron integrates input signals from hundreds to thousands of synapses. Knowledge of the synaptic input fields of individual neurons, including the identity, strength and location of each synapse, is 
10.1016/bs.mcb.2017.03.006	Find your way with X-Ray: Using microCT to correlate in vivo imaging with 3D electron microscopy.	Methods in Cell Biology	Combining in vivo imaging with electron microscopy (EM) uniquely allows monitoring rare and critical events in living tissue, followed by their high-resolution visualization in their native context. A major hurdle, however, is to keep track of the region of in
10.1242/dev.204958	Pervasive homeobox gene function in the male-specific nervous system of Caenorhabditis elegans	Development	We explore here how neuronal cell type diversity is genetically delineated in the context of the large, but poorly studied, male-specific nervous system of the nematode Caenorhabditis elegans. Mostly during postembryonic development, the C. elegans male adds 9
10.7554/elife.87866	Rabies virus-based barcoded neuroanatomy resolved by single-cell RNA and in situ sequencing	eLife	Mapping the connectivity of diverse neuronal types provides the foundation for understanding the structure and function of neural circuits. High-throughput and low-cost neuroanatomical techniques based on RNA barcode sequencing have the potential to map circui
10.1016/j.cag.2018.04.007	GLAM: Glycogen-derived Lactate Absorption Map for visual analysis of dense and sparse surface reconstructions of rodent brain structures on desktop sy	Computers & graphics	Abstract Human brain accounts for about one hundred billion neurons, but they cannot work properly without ultrastructural and metabolic support. For this reason, mammalian brains host another type of cells called “glial cells”, whose role is to maintain prope
10.1523/jneurosci.3370-16.2017	Intracellular, In Vivo, Dynamics of Thalamocortical Synapses in Visual Cortex	Journal of Neuroscience	Seminal studies of the thalamocortical circuit in the visual system of the cat have been central to our understanding of sensory encoding. However, thalamocortical synaptic properties remain poorly understood. We used paired recordings, in the lateral genicula
10.1073/pnas.2214883120	Time series transcriptome analysis implicates the circadian clock in the Drosophila melanogaster female’s response to sex peptide	Proceedings of the National Academy of S	Significance Regulation of Drosophila female postmating responses by the seminal fluid protein sex peptide forms an excellent model to study the orchestration and plasticity of complex behavioral and physiological changes. We combine longitudinal transcriptomi
10.1038/nn.3578	Visualizing presynaptic function	Nature Neuroscience	Synaptic communication in the nervous system is initiated by the fusion of synaptic vesicles with the presynaptic plasma membrane and subsequent neurotransmitter release. In the 1980s, this process was characterized by electron microscopy, albeit without the a
