10.1038/s42003-025-09344-6	A new system for studying neuronal remodeling and its relation to behavior in Drosophila	Communications Biology	Neuronal remodeling is essential for the precise formation of mature nervous systems. Drosophila serves to study neuronal remodeling; however, existing experimental systems are insufficient for examining circuit-level neuronal remodeling and its effect on beha
10.1073/pnas.1722491115	Reporter–nanobody fusions (RANbodies) as versatile, small, sensitive immunohistochemical reagents	Proceedings of the National Academy of S	Significance Conventional antibodies are often poorly defined, limited in amount, and difficult to store permanently. Nanobodies, recombinant antigen-binding proteins derived from single-chain camelid antibodies, circumvent many of these limitations. To maximi
10.1016/0006-8993(86)91232-1	5-HT2 antagonists reduce ON responses in the rabbit retina.	Brain Research	We have investigated the effects of serotonin (5-HT2) antagonists in the rabbit retina. These antagonists reduce the ON responses of ON-center cells as well as the surround (ON) responses of OFF-center cells, and enhance the center (OFF) responses of the latte
10.1038/s41598-017-04657-x	Genetic targeting and anatomical registration of neuronal populations in the zebrafish brain with a new set of BAC transgenic tools	Scientific Reports	Genetic access to small, reproducible sets of neurons is key to an understanding of the functional wiring of the brain. Here we report the generation of a new Gal4- and Cre-driver resource for zebrafish neurobiology. Candidate genes, including cell type-specif
10.1016/j.neubiorev.2025.106525	Association: one term, five concepts.	Neuroscience and Biobehavioral Reviews	'Association' is certainly one of the most prevalent terms in the study of mind, brain and behavior. It applies to actions, stimuli, neurons, brain areas, ideas, words, etc. However, we argue that this term carries qualitatively different meanings, a largely u
10.1371/journal.pone.0130045	Graph Theoretical Analysis Reveals: Women’s Brains Are Better Connected than Men’s	PLoS ONE	Deep graph-theoretic ideas in the context with the graph of the World Wide Web led to the definition of Google’s PageRank and the subsequent rise of the most popular search engine to date. Brain graphs, or connectomes, are being widely explored today. We belie
10.1016/j.neures.2022.01.007	Monosynaptic rabies virus tracing from projection-targeted single neurons.	Neurosciences research	A single neuron integrates inputs from thousands of presynaptic neurons to generate outputs. Circuit tracing using G-deleted rabies virus (RVΔG) vectors permits the brain-wide labeling of presynaptic inputs to targeted single neurons. However, the experimental
10.1002/cne.902830203	Morphology and distribution of synapses onto a type of large field ganglion cell in the retina of the goldfish	The Journal of comparative neurology	Abstract The morphology and dendritic distribution of terminals that synapse onto a type of large‐field ganglion cell in the retina of the goldfish are described. Electron microscopy was combined with retrograde labelling of cells with horseradish peroxidase (
10.1152/jn.90417.2008	Amacrine-to-amacrine cell inhibition in the rabbit retina.	Journal of Neurophysiology	We studied the interactions between excitation and inhibition in morphologically identified amacrine cells in the light-adapted rabbit retinal slice under patch clamp. The majority of on amacrine cells received glycinergic off inhibition. About half of the off
10.1126/science.abb4534	Postnatal connectomic development of inhibition in mouse barrel cortex	Science	Building circuits, one synapse at a time As the brain develops, neurons build new connections that are refined by pruning. Gour et al. used electron microscopy to build a high-resolution study of mouse postnatal brain development. The survey reveals the detail
10.1101/2021.02.16.431388	The role of network connectivity on epileptiform activity	Scientific Reports	A number of potentially important mechanisms have been identified as key players to generate epileptiform activity, such as genetic mutations, activity-dependent alteration of synaptic functions, and functional network reorganization at the macroscopic level. 
10.1016/j.devcel.2024.03.016	scRNAseq data from the larval Drosophila ventral cord provides a resource for studying motor systems function and development	Developmental Cell	Drosophila larval ventral nerve cord (VNC) shares many similarities with the spinal cord of vertebrates and has emerged as a major model for understanding the development and function of motor systems. Here we use high quality scRNAseq, validated by anatomical
10.1242/prelights.11092	High-throughput mapping of mesoscale connectomes in individual mice		
10.1101/2023.08.25.554352	Fe-TAMLs as a new class of small molecule peroxidase probes for correlated light and electron microscopy	bioRxiv	ABSTRACT We introduce Fe-TAML, a small molecule-based peroxidase as a versatile new member of the correlated fluorescence and electron microscopy toolkit. The utility of the probe is demonstrated by high resolution imaging of newly synthesized DNA (through bio
10.1016/s0165-3806(98)00127-8	Postnatal development of parvalbumin immunoreactive amacrine cells in the rabbit retina.	Brain research. Developmental brain rese	In the adult rabbit, rat and cat retina, parvalbumin (PV) immunoreactivity is primarily localized to a population of narrow-field, bistratified amacrine cells, the AII amacrine cells-major interneurons of the rod pathway. This investigation examines the postna
10.3390/brainsci11121556	FARCI: Fast and Robust Connectome Inference	bioRxiv	The inference of neuronal connectome from large-scale neuronal activity recordings, such as two-photon Calcium imaging, represents an active area of research in computational neuroscience. In this work, we developed FARCI (Fast and Robust Connectome Inference)
10.3389/fnins.2020.570750	Current Techniques for Investigating the Brain Extracellular Space	Frontiers in Neuroscience	The brain extracellular space (ECS) is a continuous reticular compartment that lies between the cells of the brain. It is vast in extent relative to its resident cells, yet, at the same time the nano- to micrometer dimensions of its channels and reservoirs are
10.1113/jphysiol.2004.061416	Burst generation in rat pyramidal neurones by regenerative potentials elicited in a restricted part of the basilar dendritic tree	Journal of Physiology	The common preconception about central nervous system neurones is that thousands of small postsynaptic potentials sum across the entire dendritic tree to generate substantial firing rates, previously observed in in vivo experiments. We present evidence that lo
10.1109/bibm58861.2023.10385605	High performance computing requirements for the calculation of a morphology model of the human whole brain at the nanoscale	IEEE International Conference on Bioinfo	We have witnessed recently a huge explosion of human brain big projects. Despite these immense efforts and acquisitions of enormous amounts of brain data, a model of the human whole brain at the nanoscale has not yet been developed. The goal of this work is to
10.7554/elife.50566	Reliability of an interneuron response depends on an integrated sensory state	bioRxiv	The central nervous system transforms sensory information into representations that are salient to the animal. Here we define the logic of this transformation in a Caenorhabditis elegans integrating interneuron. AIA interneurons receive input from multiple che
10.1038/s41593-019-0520-2	A deep learning framework for neuroscience	Nature Neuroscience	Systems neuroscience seeks explanations for how the brain implements a wide variety of perceptual, cognitive and motor tasks. Conversely, artificial intelligence attempts to design computational systems based on the tasks they will have to solve. In artificial
10.1007/s12021-015-9274-5	EPBscore: a Novel Method for Computer-Assisted Analysis of Axonal Structure and Dynamics	Neuroinformatics	
10.1038/nature12063	Random Convergence of Olfactory Inputs in the Drosophila Mushroom Body	Nature	The mushroom body in the fruitfly Drosophila melanogaster is an associative brain centre that translates odour representations into learned behavioural responses. Kenyon cells, the intrinsic neurons of the mushroom body, integrate input from olfactory glomerul
10.1038/ncomms2925	Postsynaptic current bursts instruct action potential firing at a graded synapse	Nature Communications	Nematode neurons generally produce graded potentials instead of action potentials. It is unclear how the graded potentials control postsynaptic cells under physiological conditions. Here we show that postsynaptic currents frequently occur in bursts at the neur
10.1101/2024.09.30.615804	The first complete 3D reconstruction and morphofunctional mapping of an insect eye		Abstract The structure of compound eyes in arthropods has been the subject of many studies, revealing important biological principles. Until recently, these studies were constrained by the two-dimensional nature of available ultrastructural data. By taking adv
10.3109/01677063.2013.791692	Lessons From Sleeping Flies: Insights from Drosophila melanogaster on the Neuronal Circuitry and Importance of Sleep	Journal of neurogenetics	Sleep is a highly conserved behavior whose role is as yet unknown, although it is widely acknowledged as being important. Here we provide an overview of many vital questions regarding this behavior, that have been addressed in recent years using the geneticall
10.1038/s41467-020-16315-4	Freeze-frame imaging of synaptic activity using SynTagMA	Nature Communications	Information within the brain travels from neuron to neuron across billions of synapses. At any given moment, only a small subset of neurons and synapses are active, but finding the active synapses in brain tissue has been a technical challenge. Here we introdu
10.1371/journal.pcbi.1009088	Integration of sleep homeostasis and navigation in Drosophila	PLoS Comput. Biol.	During sleep, the brain undergoes dynamic and structural changes. In Drosophila, such changes have been observed in the central complex, a brain area important for sleep control and navigation. The connectivity of the central complex raises the question about 
10.1016/j.neuint.2019.04.005	Astrocyte dysfunction and neurovascular impairment in neurological disorders: correlation or causation?	Neurochemistry International	The neurovascular unit, consisting of neurons, astrocytes, and vascular cells, has become the focus of much discussion in the last two decades and emerging literature now suggests an association between neurovascular dysfunction and neurological disorders. In 
10.1002/cne.10359	Light and electron microscopic analysis of aquaporin 1‐like‐immunoreactive amacrine cells in the rat retina	The Journal of comparative neurology	Abstract Aquaporin 1 (AQP1; also known as CHIP , a channel‐forming integral membrane protein of 28 kDa) is the first protein to be shown to function as a water channel and has been recently shown to be present in the rat retina. We previously showed (Kim et al
10.1016/j.neuron.2023.12.014	Mapping of Multiple Neurotransmitter Receptor Subtypes and Distinct Protein Complexes to the Connectome	Neuron	Summary Neurons express various combinations of neurotransmitter receptor (NR) subunits and receive inputs from multiple neuron types expressing different neurotransmitters. Localizing NR subunits to specific synaptic inputs has been challenging. Here, we use 
