10.1016/j.conb.2021.09.007	Small brains for big science.	Current Opinion in Neurobiology	As the study of the human brain is complicated by its sheer scale, complexity, and impracticality of invasive experiments, neuroscience research has long relied on model organisms. The brains of macaque, mouse, zebrafish, fruit fly, nematode, and others have y
10.1098/rstb.2014.0212	Illuminating neural circuits and behaviour in Caenorhabditis elegans with optogenetics	Philosophical Transactions of the Royal 	The development of optogenetics, a family of methods for using light to control neural activity via light-sensitive proteins, has provided a powerful new set of tools for neurobiology. These techniques have been particularly fruitful for dissecting neural circ
10.1038/s41586-025-08829-y	Foundation model of neural activity predicts response to new stimulus types	Nature	The complexity of neural circuits makes it challenging to decipher the brain’s algorithms of intelligence. Recent breakthroughs in deep learning have produced models that accurately simulate brain activity, enhancing our understanding of the brain’s computatio
10.1093/cercor/bhj002	Properties of excitatory synaptic responses in fast-spiking interneurons and pyramidal cells from monkey and rat prefrontal cortex.	Cerebral Cortex	In the prefrontal cortex (PFC) during working memory tasks fast-spiking (FS) interneurons might shape the spatial selectivity of pyramidal cell firing. In order to provide time control of pyramidal cell activity, incoming excitatory inputs should excite FS int
10.1038/s41467-024-47571-3	Intracellular magnesium optimizes transmission efficiency and plasticity of hippocampal synapses by reconfiguring their connectivity	Nature Communications	Synapses at dendritic branches exhibit specific properties for information processing. However, how the synapses are orchestrated to dynamically modify their properties, thus optimizing information processing, remains elusive. Here, we observed at hippocampal 
10.1038/s41586-022-04406-9	Discrete neuronal population coordinates brain-wide developmental activity	Nature	In vertebrates, stimulus-independent activity accompanies neural circuit maturation throughout the developing brain1,2. The recent discovery of similar activity in the developing Drosophila central nervous system suggests that developmental activity is fundame
10.1073/pnas.2018078118	Social isolation uncovers a circuit underlying context-dependent territory-covering micturition	Proceedings of the National Academy of S	Significance Vertebrates control the release of urine to mediate physiological functions as well as for social communication. The release of urine, or micturition, is controlled by the brain and is influenced by many internal and external factors. In mice, the
10.1109/incit63192.2024.10810602	Reverse Engineering Neural Connectivity: Mapping Neural Activity Data to Artificial Neural Networks for Synaptic Strength Analysis	International Conference on Information 	We introduce a novel approach for reverse engineering the synaptic connectivity by mapping neural activity data from live, alert zebrafish larvae to continuous-valued artificial neural networks (ANNs). By utilizing high-performance calcium indicators and advan
10.1016/bs.ctdb.2015.11.032	From The Eye To The Brain: Development Of The Drosophila Visual System	Current Topics in Developmental Biology	How stem cells produce the huge diversity of neurons that form the visual system, and how these cells are assembled in neural circuits are a critical question in developmental neurobiology. Investigations in Drosophila have led to the discovery of several basi
10.1007/978-3-319-66182-7_89	Compresso: Efficient Compression of Segmentation Data for Connectomics	Lecture Notes in Computer Science	
10.1093/bib/bbac491	Ultraliser: a framework for creating multiscale, high-fidelity and geometrically realistic 3D models for in silico neuroscience	bioRxiv	Ultraliser is a neuroscience-specific software framework capable of creating accurate and biologically realistic 3D models of complex neuroscientific structures at intracellular (e.g. mitochondria and endoplasmic reticula), cellular (e.g. neurons and glia) and
10.1107/s1600577519003060	Synchrotron radiation micro-tomography for high-resolution neurovascular network morphology investigation.	Journal of Synchrotron Radiation	There has been increasing interest in using high-resolution micro-tomography to investigate the morphology of neurovascular networks in the central nervous system, which remain difficult to characterize due to their microscopic size as well as their delicate a
10.1038/nmeth.3292	Ultrastructurally-smooth thick partitioning and volume stitching for larger-scale connectomics	Nature Methods	Focused-ion-beam scanning electron microscopy (FIB-SEM) has become an essential tool for studying neural tissue at resolutions below 10 nm × 10 nm × 10 nm, producing data sets optimized for automatic connectome tracing. We present a technical advance, ultrathi
10.1126/sciadv.ade1249	Functional imaging and quantification of multineuronal olfactory responses in C. elegans	bioRxiv	Many animals perceive odorant molecules by collecting information from ensembles of olfactory neurons. These neurons employ receptors that are tuned to recognize odorant molecules by chemical binding affinity. Olfactory systems are able, in principle, to detec
10.1038/nmeth.4151	Multicut brings automated neurite segmentation closer to human performance	Nature Methods	
10.1016/j.sbi.2022.102444	Electron microscopy of cellular ultrastructure in three dimensions.	Current Opinion in Structural Biology	Electron microscopy in three dimensions (3D) of cells and tissues can be essential for understanding the ultrastructural aspects of biological processes. The quest for 3D information reveals challenges at many stages of the workflow, from sample preparation, t
